Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,Study_Efficiency
31,96,3,2,1,4,59,2,1,3,1,2.0,1,0,5,0,1.0,1.0,0,75,6.2
21,88,1,2,0,4,80,1,1,1,2,2.0,0,1,2,1,3.0,1.0,1,67,4.2
14,89,2,2,1,8,59,3,1,1,1,2.0,1,0,3,0,2.0,1.0,1,67,1.5555555555555556
25,72,2,2,0,6,86,3,1,0,2,2.0,0,0,2,0,1.0,3.0,0,66,3.5714285714285716
22,72,2,1,1,9,65,3,1,0,2,2.0,0,0,3,0,1.0,2.0,1,64,2.2
22,91,2,1,0,4,81,2,1,2,1,3.0,1,-1,3,0,1.0,1.0,1,68,4.4
17,72,3,2,1,7,94,3,1,1,1,2.0,0,0,5,0,1.0,2.0,1,66,2.125
23,83,3,2,0,5,74,2,1,3,1,2.0,0,-1,2,0,3.0,1.0,1,69,3.8333333333333335
18,70,3,1,1,7,60,2,1,1,2,3.0,0,1,3,0,2.0,1.0,1,65,2.25
23,93,2,1,1,9,94,3,1,2,2,1.0,1,-1,3,0,1.0,2.0,0,70,2.3
9,64,2,1,1,10,68,1,1,0,2,2.0,1,-1,3,0,1.0,1.0,1,57,0.8181818181818182
17,93,2,2,0,8,87,1,1,2,3,3.0,1,-1,3,0,2.0,2.0,1,69,1.8888888888888888
30,84,3,1,1,5,66,1,1,0,2,1.0,0,1,2,0,3.0,1.0,0,70,5.0
15,67,1,2,1,5,65,2,1,4,2,2.0,1,-1,2,0,2.0,1.0,1,63,2.5
16,82,2,2,0,7,82,2,1,1,2,1.0,0,0,3,0,3.0,2.0,0,66,2.0
17,71,2,2,1,6,58,2,1,3,2,2.0,1,1,3,1,1.0,1.0,1,64,2.4285714285714284
13,73,2,3,0,8,93,2,1,0,3,3.0,0,0,3,0,3.0,1.0,0,65,1.4444444444444444
7,74,3,2,0,10,69,3,1,1,3,2.0,0,1,4,0,1.0,1.0,1,64,0.6363636363636364
19,63,2,1,1,6,51,3,1,2,2,2.0,0,0,4,0,1.0,1.0,1,62,2.7142857142857144
21,99,3,2,1,6,65,1,1,1,2,2.0,1,1,2,0,2.0,3.0,0,71,3.0
20,61,2,3,0,5,89,2,1,1,2,2.0,0,0,2,0,3.0,3.0,0,64,3.3333333333333335
19,86,3,3,1,7,93,3,1,1,2,3.0,0,0,2,0,1.0,1.0,1,72,2.375
20,75,2,2,0,7,78,2,1,0,1,2.0,0,-1,2,0,2.0,1.0,0,64,2.5
26,86,2,1,1,7,65,2,1,2,3,3.0,1,0,4,0,3.0,2.0,1,71,3.25
19,74,2,2,1,8,76,3,1,5,2,3.0,0,0,4,1,2.0,1.0,0,68,2.111111111111111
17,87,2,2,1,8,92,2,0,3,3,1.0,0,-1,2,0,2.0,1.0,1,68,1.8888888888888888
18,89,2,2,0,7,66,2,1,2,2,2.0,0,1,3,0,2.0,2.0,1,68,2.25
23,88,2,2,0,7,69,2,1,3,1,3.0,0,-1,3,0,1.0,1.0,1,69,2.875
28,65,1,2,1,7,77,3,1,1,1,3.0,0,1,3,0,2.0,1.0,1,67,3.5
16,86,2,1,0,7,94,1,1,0,1,2.0,1,1,4,0,1.0,1.0,1,66,2.0
21,71,2,2,1,6,79,2,1,1,1,2.0,1,0,4,0,3.0,3.0,1,65,3.0
22,61,2,3,0,5,60,3,1,0,3,1.0,1,0,2,0,1.0,2.0,1,63,3.6666666666666665
14,77,3,1,0,7,54,2,1,1,2,3.0,0,-1,2,0,1.0,2.0,1,62,1.75
20,77,3,3,0,6,55,2,1,1,3,1.0,1,0,1,0,2.0,1.0,1,67,2.857142857142857
11,79,2,2,1,8,98,2,1,2,1,2.0,0,0,4,0,1.0,1.0,0,65,1.2222222222222223
9,88,2,2,1,7,91,2,1,1,1,2.0,0,-1,3,0,2.0,1.0,0,66,1.125
22,72,1,3,0,7,88,2,0,2,2,2.0,0,1,4,0,1.0,1.0,0,66,2.75
18,73,2,2,1,8,75,2,1,0,3,2.0,0,0,1,1,2.0,1.0,0,64,2.0
21,62,3,2,1,5,84,2,1,5,1,2.0,0,1,4,0,1.0,1.0,0,67,3.5
20,87,2,2,0,10,56,2,1,2,2,2.0,0,0,2,0,2.0,2.0,0,67,1.8181818181818181
14,83,1,1,0,4,81,1,1,1,1,2.0,0,-1,4,1,1.0,2.0,1,61,2.8
20,74,2,2,1,9,91,2,1,1,1,2.0,0,0,5,0,1.0,1.0,1,66,2.0
13,88,3,2,1,7,53,2,1,2,2,2.0,1,-1,4,0,2.0,2.0,1,66,1.625
28,81,2,1,1,6,65,2,1,1,1,2.0,0,1,2,0,1.0,2.0,1,67,4.0
12,79,3,2,0,5,56,3,1,1,1,1.0,0,1,5,0,1.0,1.0,0,64,2.0
19,80,3,1,0,6,63,1,1,1,1,2.0,0,0,3,0,1.0,1.0,1,64,2.7142857142857144
14,85,1,2,0,7,89,2,1,2,2,3.0,0,1,2,0,2.0,2.0,1,67,1.75
23,86,1,3,0,7,67,1,1,2,2,3.0,1,0,3,1,2.0,1.0,0,68,2.875
18,72,2,1,0,9,84,2,1,2,2,2.0,0,0,4,0,1.0,1.0,1,64,1.8
17,66,2,2,1,7,89,2,1,0,2,2.0,1,-1,3,0,2.0,1.0,1,63,2.125
25,66,2,3,1,7,91,2,1,2,1,3.0,0,0,3,0,2.0,1.0,1,68,3.125
20,86,1,1,0,8,94,1,1,2,1,2.0,1,-1,2,0,1.0,3.0,0,64,2.2222222222222223
23,95,1,2,1,7,80,3,1,2,1,2.0,0,0,4,0,1.0,2.0,0,70,2.875
14,76,1,2,0,7,64,2,1,3,2,2.0,1,1,3,0,2.0,1.0,1,64,1.75
12,67,3,2,0,7,58,2,1,0,3,2.0,0,0,2,1,1.0,3.0,1,59,1.5
21,90,3,2,1,8,75,2,1,4,1,3.0,0,0,2,0,1.0,2.0,1,71,2.3333333333333335
18,93,1,2,1,6,55,2,1,3,1,2.0,0,-1,5,0,1.0,2.0,1,67,2.5714285714285716
24,95,2,1,1,6,96,3,1,3,1,2.0,1,0,3,0,3.0,1.0,0,73,3.4285714285714284
20,84,1,1,0,8,72,2,1,3,3,2.0,0,0,3,0,1.0,1.0,1,66,2.2222222222222223
21,94,3,3,0,5,94,2,1,2,1,3.0,1,0,2,0,2.0,1.0,1,73,3.5
10,61,3,2,1,7,85,3,1,1,2,2.0,0,0,4,0,1.0,1.0,0,62,1.25
31,64,2,3,0,6,93,2,1,1,1,3.0,0,0,3,0,1.0,1.0,0,69,4.428571428571429
19,64,2,3,0,8,94,2,1,3,2,3.0,1,0,3,1,3.0,1.0,0,66,2.111111111111111
24,89,2,1,1,9,53,2,1,1,1,3.0,1,0,3,0,1.0,1.0,1,68,2.4
15,63,2,2,1,6,86,1,1,4,3,2.0,0,1,5,0,1.0,1.0,1,65,2.142857142857143
22,80,2,2,1,8,61,3,1,1,1,2.0,0,1,2,0,2.0,2.0,1,67,2.4444444444444446
12,79,2,2,1,7,99,1,1,2,2,2.0,0,-1,2,1,1.0,1.0,0,64,1.5
23,72,3,3,1,6,89,2,0,0,2,3.0,1,-1,3,0,1.0,2.0,1,67,3.2857142857142856
18,95,1,1,1,7,50,1,1,3,2,2.0,1,0,3,0,1.0,2.0,0,66,2.25
20,67,3,2,0,9,96,3,1,1,3,3.0,0,1,3,0,1.0,1.0,0,68,2.0
24,74,2,2,1,7,65,1,1,3,2,3.0,0,0,2,0,2.0,1.0,1,68,3.0
13,91,2,1,1,9,71,1,1,1,1,2.0,0,1,2,0,2.0,3.0,1,64,1.3
16,61,3,2,1,7,81,1,1,2,2,2.0,0,0,1,0,1.0,1.0,0,63,2.0
23,87,3,2,0,5,96,2,1,2,2,2.0,0,1,3,0,2.0,2.0,0,72,3.8333333333333335
33,93,3,2,0,7,96,2,1,1,1,3.0,0,1,1,0,3.0,2.0,0,75,4.125
19,97,3,2,0,5,78,1,1,2,1,2.0,0,1,3,0,1.0,1.0,1,71,3.1666666666666665
24,95,3,2,0,7,66,1,1,2,3,3.0,0,-1,3,0,1.0,1.0,1,71,3.0
19,73,2,2,1,6,64,1,1,4,2,2.0,0,1,5,1,2.0,1.0,0,66,2.7142857142857144
32,83,3,2,1,10,68,2,0,3,1,2.0,1,1,4,0,1.0,2.0,0,71,2.909090909090909
10,63,3,2,0,9,59,1,1,0,2,3.0,0,1,5,0,3.0,2.0,1,61,1.0
21,70,2,2,1,7,83,2,1,1,2,2.0,0,0,3,0,1.0,3.0,1,65,2.625
10,64,2,1,0,9,76,1,1,1,1,2.0,1,1,1,0,1.0,1.0,0,58,1.0
5,73,3,1,1,6,89,3,1,1,2,2.0,0,0,2,0,1.0,1.0,1,62,0.7142857142857143
22,95,3,1,0,5,55,2,1,2,3,3.0,0,0,0,1,2.0,1.0,0,69,3.6666666666666665
21,74,2,1,1,8,70,2,1,1,2,2.0,0,0,3,0,3.0,3.0,1,65,2.3333333333333335
18,82,3,2,1,8,62,3,1,3,1,2.0,1,0,4,0,1.0,1.0,0,69,2.0
19,77,3,2,1,6,77,3,1,1,1,3.0,1,0,3,0,2.0,1.0,0,68,2.7142857142857144
39,78,2,2,0,6,73,2,1,0,1,2.0,0,1,2,0,2.0,3.0,1,70,5.571428571428571
18,99,3,2,1,8,72,2,1,4,1,2.0,0,0,4,0,1.0,1.0,0,72,2.0
23,72,1,2,1,4,66,1,0,3,1,2.0,1,1,4,0,3.0,1.0,0,66,4.6
16,85,1,3,1,8,86,1,1,2,3,2.0,1,0,4,0,1.0,1.0,0,68,1.7777777777777777
22,77,2,2,1,7,74,3,1,2,1,1.0,1,-1,4,0,2.0,1.0,1,67,2.75
19,62,3,1,1,8,60,2,1,1,1,2.0,0,1,2,0,2.0,3.0,0,61,2.111111111111111
18,80,1,1,1,8,77,2,1,1,1,3.0,0,-1,2,0,2.0,1.0,0,64,2.0
31,93,3,2,0,6,80,2,1,3,2,2.0,0,0,2,0,1.0,1.0,1,74,4.428571428571429
27,64,2,2,0,5,51,3,1,1,1,3.0,0,-1,3,0,1.0,1.0,0,64,4.5
21,63,3,1,1,9,60,2,1,2,2,2.0,0,-1,2,0,3.0,1.0,1,64,2.1
6,66,3,2,1,7,62,1,1,2,1,2.0,0,0,4,0,3.0,1.0,1,61,0.75
18,91,3,3,1,7,62,2,1,3,1,2.0,1,1,3,0,1.0,1.0,1,71,2.25
36,89,3,1,1,8,62,1,1,2,1,3.0,1,-1,3,0,2.0,2.0,1,72,4.0
19,83,3,3,0,6,64,2,1,0,2,2.0,1,-1,5,0,3.0,1.0,0,68,2.7142857142857144
27,79,1,3,1,8,63,3,1,2,1,2.0,0,-1,5,0,2.0,2.0,0,69,3.0
29,96,2,3,0,8,94,3,0,2,1,3.0,0,-1,4,0,1.0,1.0,1,74,3.2222222222222223
21,91,2,3,1,9,66,1,1,3,1,2.0,0,0,4,0,2.0,2.0,0,70,2.1
15,92,3,1,1,9,67,1,1,1,3,3.0,0,1,2,0,3.0,1.0,1,69,1.5
5,93,1,1,0,7,63,2,1,2,2,3.0,0,0,3,0,3.0,1.0,1,64,0.625
24,86,1,1,1,8,98,2,1,2,3,2.0,0,1,5,0,3.0,3.0,1,71,2.6666666666666665
15,78,3,1,1,7,77,1,1,0,3,2.0,0,0,3,0,2.0,1.0,1,65,1.875
21,95,3,2,1,7,81,2,1,0,2,2.0,0,0,3,0,1.0,1.0,1,71,2.625
13,97,3,3,1,5,87,1,1,1,2,3.0,0,0,2,0,3.0,1.0,0,71,2.1666666666666665
18,61,1,2,1,7,67,2,1,5,3,3.0,0,1,2,0,3.0,1.0,1,66,2.25
20,62,2,2,0,4,98,3,1,1,3,1.0,0,-1,4,0,1.0,1.0,1,64,4.0
22,98,2,2,0,7,58,2,1,0,2,2.0,1,0,3,0,1.0,1.0,1,70,2.75
13,71,1,1,0,9,73,1,1,1,3,3.0,1,0,3,0,1.0,2.0,1,61,1.3
27,95,2,2,1,8,57,3,1,1,2,1.0,1,1,3,0,1.0,2.0,0,71,3.0
16,76,2,2,0,7,90,2,1,0,1,2.0,0,0,3,0,3.0,2.0,1,65,2.0
10,65,1,3,0,7,55,2,1,0,1,3.0,0,0,3,0,1.0,1.0,0,59,1.25
19,63,2,2,1,6,78,1,1,3,2,2.0,0,0,2,1,2.0,1.0,1,63,2.7142857142857144
20,66,2,2,1,6,55,1,1,1,3,3.0,0,-1,3,0,3.0,2.0,0,64,2.857142857142857
21,70,1,1,0,8,73,1,1,0,3,2.0,0,0,4,0,2.0,1.0,1,63,2.3333333333333335
28,80,3,3,0,5,64,2,1,1,1,2.0,1,0,2,0,3.0,2.0,0,70,4.666666666666667
19,88,3,2,1,5,95,2,1,1,2,3.0,0,0,3,0,1.0,1.0,1,70,3.1666666666666665
19,99,3,3,1,8,53,2,1,1,2,2.0,1,0,4,0,2.0,1.0,1,72,2.111111111111111
13,78,2,3,0,7,82,3,1,0,1,3.0,0,0,2,0,2.0,2.0,0,65,1.625
25,81,3,2,1,7,85,3,1,3,2,2.0,0,-1,1,0,3.0,2.0,0,71,3.125
21,81,3,2,1,7,94,2,1,3,2,2.0,0,0,1,0,3.0,2.0,1,70,2.625
17,82,2,1,0,10,94,2,1,1,3,3.0,1,0,3,0,1.0,2.0,0,66,1.5454545454545454
9,81,2,2,1,7,99,2,1,2,1,2.0,0,0,3,0,1.0,2.0,0,64,1.125
29,60,1,3,0,7,63,2,1,0,1,2.0,0,-1,4,0,3.0,1.0,1,64,3.625
13,60,3,1,0,10,64,1,1,1,2,2.0,0,0,4,0,2.0,3.0,1,59,1.1818181818181819
16,64,2,3,1,7,70,2,1,5,1,1.0,0,1,4,0,1.0,2.0,1,65,2.0
22,64,3,2,1,10,77,2,1,1,1,3.0,0,1,3,0,1.0,2.0,1,66,2.0
13,88,2,2,1,4,68,3,1,1,3,2.0,0,1,2,0,1.0,1.0,0,67,2.6
11,68,3,2,1,5,87,2,1,1,1,2.0,0,1,4,1,1.0,3.0,1,62,1.8333333333333333
7,96,3,1,0,6,50,2,1,1,3,2.0,1,-1,3,0,2.0,1.0,1,65,1.0
24,97,3,2,1,8,51,2,1,3,1,2.0,0,0,2,0,3.0,1.0,0,73,2.6666666666666665
17,99,2,2,0,10,86,1,1,1,2,2.0,1,1,2,0,2.0,1.0,1,70,1.5454545454545454
38,98,1,2,0,6,94,2,1,2,1,1.0,0,-1,4,0,3.0,1.0,0,75,5.428571428571429
14,71,3,3,1,8,89,2,1,0,2,2.0,0,0,3,0,3.0,1.0,0,66,1.5555555555555556
14,80,3,2,0,10,56,1,1,1,1,2.0,0,1,3,0,3.0,2.0,0,65,1.2727272727272727
17,67,2,2,0,9,97,2,1,1,2,1.0,0,0,3,0,3.0,2.0,0,64,1.7
21,92,3,1,0,6,76,1,1,2,1,2.0,0,1,5,0,2.0,1.0,1,70,3.0
17,96,2,3,1,8,87,2,1,0,2,2.0,1,1,5,0,1.0,2.0,1,71,1.8888888888888888
24,94,1,2,0,8,60,1,1,0,2,2.0,0,0,3,0,1.0,1.0,1,68,2.6666666666666665
14,77,2,2,1,6,77,1,1,1,1,3.0,1,0,2,0,2.0,1.0,1,64,2.0
12,90,3,3,0,8,67,1,1,2,1,1.0,0,0,3,0,1.0,1.0,0,67,1.3333333333333333
9,64,2,3,1,6,99,2,1,6,1,3.0,0,1,6,1,1.0,2.0,1,65,1.2857142857142858
7,62,3,2,1,7,74,2,1,3,2,2.0,0,0,3,0,3.0,1.0,0,62,0.875
17,90,1,3,1,5,88,1,1,1,2,2.0,0,-1,1,0,2.0,1.0,0,68,2.8333333333333335
18,77,3,2,1,4,80,2,1,1,2,1.0,1,-1,2,0,2.0,1.0,1,66,3.6
16,100,3,3,1,7,55,3,1,1,1,2.0,0,-1,2,1,2.0,2.0,1,69,2.0
27,64,2,2,1,7,77,3,1,3,3,2.0,0,0,4,0,1.0,2.0,1,68,3.375
27,94,2,1,0,5,77,2,1,0,2,3.0,0,1,2,0,2.0,1.0,0,71,4.5
18,79,2,3,1,8,86,2,1,3,1,1.0,0,0,4,0,2.0,1.0,0,68,2.0
9,93,3,1,1,7,66,2,1,0,1,1.0,1,0,2,0,2.0,2.0,1,64,1.125
17,93,1,2,0,8,93,1,1,0,1,2.0,0,-1,3,0,2.0,2.0,1,66,1.8888888888888888
16,97,2,1,1,8,81,3,1,0,3,3.0,1,1,2,0,1.0,1.0,1,70,1.7777777777777777
16,72,1,2,0,9,52,2,1,1,2,3.0,0,-1,1,1,2.0,2.0,0,60,1.6
16,98,2,2,1,8,85,1,1,0,1,3.0,0,1,2,0,2.0,3.0,1,69,1.7777777777777777
16,66,2,2,1,7,95,1,1,1,2,2.0,0,1,4,0,2.0,1.0,1,65,2.0
18,63,3,3,1,7,84,2,1,1,2,3.0,0,0,2,0,1.0,1.0,0,66,2.25
16,77,2,1,0,10,69,2,1,1,2,2.0,1,0,3,0,1.0,1.0,0,64,1.4545454545454546
21,93,2,3,0,8,80,2,1,0,3,3.0,0,1,1,0,2.0,2.0,0,71,2.3333333333333335
22,79,3,1,0,7,59,2,1,0,2,2.0,0,1,3,0,2.0,1.0,1,66,2.75
15,93,2,1,1,7,80,1,1,0,1,2.0,0,1,3,0,1.0,1.0,0,66,1.875
28,89,2,2,0,6,75,2,1,1,1,1.0,1,-1,3,0,1.0,2.0,1,68,4.0
14,68,3,3,0,5,51,3,1,1,3,2.0,0,0,5,1,1.0,2.0,1,63,2.3333333333333335
10,98,2,1,1,10,66,1,1,1,1,3.0,0,-1,2,0,2.0,1.0,0,66,0.9090909090909091
22,62,1,2,0,8,60,1,0,0,2,3.0,0,1,2,0,2.0,1.0,1,61,2.4444444444444446
15,96,2,1,0,5,70,3,1,4,1,3.0,1,1,3,0,2.0,1.0,1,70,2.5
22,72,2,3,1,7,62,1,1,5,3,2.0,1,0,2,0,2.0,2.0,0,68,2.75
6,80,2,2,1,9,92,1,1,5,1,2.0,0,0,2,0,3.0,2.0,1,65,0.6
28,77,3,2,0,6,85,3,1,0,1,2.0,0,-1,1,0,3.0,1.0,0,69,4.0
24,67,2,3,1,6,87,1,1,0,2,2.0,0,1,4,0,2.0,1.0,1,67,3.4285714285714284
11,74,3,2,0,8,68,1,1,0,2,2.0,0,1,3,0,1.0,2.0,1,62,1.2222222222222223
11,68,1,3,1,8,50,1,1,2,1,3.0,1,1,4,0,1.0,1.0,0,61,1.2222222222222223
30,68,3,3,1,6,61,3,1,1,2,2.0,0,1,3,0,3.0,1.0,0,70,4.285714285714286
16,67,3,2,1,6,88,2,1,0,3,1.0,0,0,3,0,2.0,1.0,1,65,2.2857142857142856
15,80,3,2,0,8,80,2,1,1,1,2.0,0,0,4,0,1.0,2.0,0,65,1.6666666666666667
6,92,2,2,1,5,77,2,1,1,1,3.0,0,1,4,0,1.0,1.0,1,66,1.0
18,83,2,3,1,6,64,1,0,1,2,3.0,1,-1,3,0,1.0,1.0,0,66,2.5714285714285716
19,96,2,2,1,7,54,3,1,1,1,2.0,0,0,3,0,2.0,1.0,1,69,2.375
24,85,3,3,0,8,89,2,1,1,1,2.0,0,0,3,0,1.0,2.0,0,70,2.6666666666666665
12,88,3,2,0,6,52,1,0,1,2,3.0,0,-1,1,0,1.0,1.0,1,63,1.7142857142857142
11,87,1,2,0,8,53,3,1,1,2,2.0,0,1,3,0,1.0,1.0,0,64,1.2222222222222223
23,78,3,1,0,9,65,3,1,1,1,3.0,0,0,2,1,2.0,3.0,0,65,2.3
26,88,3,2,1,6,79,2,1,1,1,3.0,0,0,4,0,1.0,3.0,1,71,3.7142857142857144
11,63,2,2,1,10,100,3,1,0,2,2.0,0,0,3,0,1.0,3.0,0,61,1.0
26,94,1,1,1,9,55,1,1,2,3,2.0,0,0,3,0,1.0,1.0,1,69,2.6
20,91,3,2,0,7,74,2,1,1,2,2.0,0,0,4,0,1.0,2.0,1,69,2.5
27,70,2,2,0,7,80,1,1,1,1,2.0,0,0,3,0,1.0,1.0,0,66,3.375
20,91,3,2,0,6,91,2,1,3,3,3.0,0,0,2,0,1.0,1.0,1,72,2.857142857142857
5,61,3,2,0,9,84,3,1,1,2,2.0,0,0,3,0,2.0,1.0,1,60,0.5
19,69,1,1,0,7,90,2,1,0,1,2.0,0,0,1,0,2.0,1.0,1,62,2.375
26,63,2,2,1,5,76,2,1,3,2,3.0,0,0,5,1,1.0,1.0,0,66,4.333333333333333
15,91,2,3,1,4,72,1,1,1,3,3.0,1,0,2,0,1.0,1.0,1,69,3.0
18,90,3,2,0,7,81,2,1,2,2,1.0,0,-1,3,0,3.0,2.0,1,69,2.25
19,93,2,3,0,7,95,1,1,3,2,2.0,1,-1,3,0,1.0,1.0,0,71,2.375
3,60,2,1,1,6,78,1,1,1,1,2.0,0,1,1,0,3.0,1.0,0,57,0.42857142857142855
30,80,3,3,0,5,80,2,1,0,1,2.0,1,1,4,0,3.0,1.0,0,72,5.0
15,88,1,2,1,4,67,2,1,1,2,3.0,1,1,4,0,1.0,3.0,0,66,3.0
23,66,2,2,1,6,80,2,1,1,2,2.0,0,1,3,0,2.0,1.0,0,66,3.2857142857142856
19,86,2,2,0,6,81,2,1,3,2,3.0,0,0,3,0,2.0,1.0,1,70,2.7142857142857144
28,63,2,2,0,8,88,2,1,2,1,3.0,0,1,2,0,1.0,1.0,1,67,3.111111111111111
22,67,2,2,1,7,79,2,1,1,2,1.0,1,0,3,0,2.0,2.0,0,65,2.75
19,79,2,2,1,9,60,1,1,1,1,2.0,0,0,3,1,1.0,1.0,0,63,1.9
15,86,3,1,0,8,79,2,1,3,1,2.0,0,1,3,0,2.0,1.0,0,68,1.6666666666666667
25,66,1,2,1,8,65,2,1,0,2,2.0,0,1,3,1,1.0,1.0,1,63,2.7777777777777777
9,67,2,3,1,8,54,2,1,3,2,3.0,1,1,5,0,2.0,2.0,1,63,1.0
24,68,2,2,1,5,91,3,1,1,3,2.0,0,-1,4,0,2.0,1.0,0,68,4.0
13,70,2,2,1,6,53,2,1,2,1,2.0,0,-1,0,1,2.0,2.0,0,60,1.8571428571428572
28,69,2,2,0,10,82,3,1,0,2,2.0,1,0,2,0,1.0,1.0,0,67,2.5454545454545454
21,76,1,1,1,4,99,3,1,0,1,1.0,0,1,3,0,2.0,3.0,1,65,4.2
24,86,3,1,1,7,54,2,1,0,1,3.0,0,0,2,0,2.0,1.0,1,68,3.0
20,78,2,1,0,8,61,2,1,0,2,2.0,0,0,2,1,1.0,2.0,0,62,2.2222222222222223
9,91,2,1,0,4,88,1,1,2,2,2.0,0,0,4,1,3.0,1.0,0,65,1.8
15,89,2,2,1,6,55,3,1,1,1,2.0,1,1,3,0,1.0,1.0,1,66,2.142857142857143
24,65,2,2,1,10,92,1,1,3,2,3.0,0,0,4,0,1.0,1.0,1,67,2.1818181818181817
21,62,1,3,1,7,50,1,0,1,3,2.0,0,-1,2,0,1.0,2.0,0,60,2.625
27,95,1,3,1,6,94,3,1,2,2,2.0,0,0,4,0,3.0,3.0,0,74,3.857142857142857
22,63,1,1,1,7,53,2,1,1,3,2.0,0,0,4,0,1.0,1.0,1,62,2.75
14,66,1,2,1,6,96,1,1,0,3,2.0,0,-1,3,0,2.0,2.0,1,61,2.0
15,61,2,2,0,10,93,3,1,0,2,3.0,0,0,4,0,1.0,1.0,1,63,1.3636363636363635
21,85,2,1,0,6,77,2,1,2,1,2.0,0,0,3,0,2.0,3.0,1,66,3.0
6,83,2,2,0,6,89,2,1,1,1,2.0,0,1,4,0,3.0,1.0,0,65,0.8571428571428571
30,99,1,2,0,5,54,2,1,0,2,2.0,1,1,3,0,3.0,1.0,1,72,5.0
23,95,3,2,0,7,57,2,1,1,1,2.0,1,0,2,0,1.0,1.0,0,70,2.875
27,76,3,3,1,7,68,2,1,1,2,2.0,0,0,3,0,3.0,2.0,0,71,3.375
11,75,3,3,1,9,77,2,0,1,3,3.0,1,0,2,1,2.0,2.0,1,64,1.1
27,72,2,3,0,5,93,1,1,1,3,2.0,0,1,2,0,2.0,1.0,1,70,4.5
33,66,2,2,0,8,77,2,1,2,2,1.0,0,0,3,0,1.0,1.0,1,68,3.6666666666666665
12,66,1,3,1,7,83,2,0,1,2,2.0,0,0,3,0,1.0,1.0,1,61,1.5
25,65,3,2,1,4,84,3,1,1,3,2.0,0,1,2,0,1.0,1.0,1,68,5.0
20,65,1,2,0,6,94,2,1,1,1,3.0,0,1,2,0,3.0,1.0,0,64,2.857142857142857
11,70,2,3,1,6,89,1,1,2,2,2.0,0,1,4,0,1.0,1.0,0,64,1.5714285714285714
23,72,2,3,1,10,99,2,1,2,2,3.0,1,0,4,0,3.0,1.0,0,71,2.090909090909091
25,98,2,3,1,8,51,2,1,0,2,2.0,1,1,2,0,2.0,2.0,0,72,2.7777777777777777
16,83,2,2,1,7,60,2,1,0,3,2.0,0,1,1,0,2.0,2.0,0,66,2.0
27,100,1,2,1,4,97,1,1,4,1,3.0,0,1,3,0,1.0,1.0,0,74,5.4
10,75,2,2,1,4,90,2,1,3,2,3.0,0,1,3,1,3.0,2.0,1,65,2.0
11,78,3,3,0,8,63,1,1,1,1,2.0,0,0,3,0,1.0,1.0,0,64,1.2222222222222223
21,73,3,2,1,8,99,2,1,1,2,3.0,0,1,4,0,2.0,2.0,1,69,2.3333333333333335
20,67,2,2,0,6,93,1,0,1,1,2.0,0,-1,3,1,2.0,1.0,1,62,2.857142857142857
16,66,2,2,1,7,53,3,1,2,2,2.0,0,-1,2,0,3.0,2.0,1,62,2.0
25,98,1,1,1,7,91,2,1,2,1,1.0,0,1,3,0,3.0,1.0,0,72,3.125
23,99,2,3,0,7,89,3,1,1,2,2.0,0,0,3,0,1.0,1.0,0,73,2.875
25,62,2,1,0,6,61,3,1,1,2,2.0,0,1,4,0,3.0,2.0,0,64,3.5714285714285716
19,66,2,2,0,8,83,2,1,2,2,3.0,0,0,3,0,1.0,1.0,0,65,2.111111111111111
24,77,3,3,1,9,99,2,1,1,1,2.0,0,1,1,0,1.0,1.0,1,70,2.4
17,67,2,2,1,6,84,3,1,1,3,3.0,0,0,3,0,3.0,2.0,0,66,2.4285714285714284
32,75,1,3,0,5,91,1,1,1,3,2.0,0,1,2,0,2.0,2.0,0,70,5.333333333333333
15,65,2,3,1,6,55,1,1,2,2,2.0,1,1,3,0,1.0,1.0,0,63,2.142857142857143
33,78,1,1,0,7,86,2,1,1,1,3.0,0,1,4,0,1.0,1.0,1,69,4.125
20,71,3,2,1,8,60,1,1,0,2,2.0,0,0,2,0,1.0,1.0,1,64,2.2222222222222223
12,74,1,2,0,8,54,2,1,2,2,2.0,1,1,5,0,3.0,2.0,0,63,1.3333333333333333
28,64,2,2,0,8,78,1,1,2,2,2.0,1,-1,3,0,3.0,1.0,1,66,3.111111111111111
21,77,2,2,1,8,88,1,1,2,3,2.0,1,1,1,0,2.0,2.0,0,68,2.3333333333333335
25,99,2,2,1,7,77,2,1,0,3,3.0,0,0,3,0,1.0,1.0,1,97,3.125
27,73,1,1,0,9,97,2,1,2,2,3.0,0,0,1,0,1.0,1.0,0,67,2.7
22,95,2,2,0,7,85,2,1,0,2,2.0,1,1,4,0,2.0,1.0,1,71,2.75
16,94,1,1,1,8,56,1,1,2,1,3.0,0,1,2,0,2.0,1.0,0,66,1.7777777777777777
26,98,2,1,1,7,97,2,1,2,1,2.0,0,0,2,1,3.0,2.0,1,72,3.25
20,92,3,2,1,7,58,1,1,2,1,1.0,0,0,4,0,3.0,1.0,0,70,2.5
24,86,2,2,1,7,88,2,1,1,1,2.0,0,0,3,0,1.0,3.0,1,69,3.0
